text,sentiment,stance,fold,vader_sentiment,SVM_sentiment,BERT_sentiment,SVM_stance,BERT_stance,lexicoder_sentiment,vader_scores
" RT @realTylerZed Corey Booker wrote a piece in 1992 called “So Much for Stealing Second” in which he details groping a woman at 15 years old.  If Kavanaugh is investigated for his supposed actions at 17, Corey Booker better be investigated, too.  He already admitted to it so it won’t take long!",0,1,2,0,0,0,1,1,,-0.1759
 RT @Jamierodr10 Once again Kavanaugh’s accuser is asking for another day to make a decision to testify. This is Outrageous. Delaying just proves you have nothing!Trying to hurt a good mans reputation and his family is appalling.#ConfirmKavanaughNow  https://t.co/vjlS52l5ED,0,1,4,0,0,0,1,1,0,-0.5848
" RT @funder Dear Judge Kavanaugh-  We request that you withdraw your nomination. Whether it's the stolen emails, hidden documents, your perjury, your lies, your work in the Bush WH and now the assault allegations... America deserves better. Withdraw.  Signed,  Everyone Who Retweets This 🇺🇸",0,0,5,0,0,0,0,0,0,-0.802
 RT @Jamierodr10 Once again Kavanaugh’s accuser is asking for another day to make a decision to testify. This is Outrageous. Delaying just proves you have nothing!Trying to hurt a good mans reputation and his family is appalling.#ConfirmKavanaughNow  https://t.co/vjlS52l5ED,0,1,3,0,0,0,1,1,0,-0.5848
" RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",0,1,1,0,0,0,1,1,0,-0.8673
 RT @ianshapira Four WashPost colleagues and I spent the last several days talking to friends of Christine Blasey Ford and her husband Russell Ford. They initially wanted to flee the country once they thought Kavanaugh might get named to the Supreme Court. Our new story: https://t.co/ALnjosN11v,0,0,2,1,0,0,0,0,1,0.7717
 @realDonaldTrump You need to accept the fact that we will NEVER allow YOU of all people to appoint a Supreme Court Judge. You can't even tie your shoes without inhaling a Big Mac. You can't even keep your own country safe during hurricanes.,0,0,1,1,0,0,0,0,1,0.8143
" RT @aravosis @renato_mariotti just raised excellent point on CNN. If @ChuckGrassley isn’t careful, Dr Ford can simply go to Maryland and file charges against Kavanaugh. And then we’d have a sitting Supreme Court justice under investigation for attempted rape. Right before the midterms.",0,0,1,1,0,0,0,0,,0.6705
 RT @mflynnJR The Republicans can certainly kiss the midterms goodbye if they blow this Kavanaugh confirmation.,0,1,1,1,0,0,1,1,,0.6369
 RT @ThePlumLineGS Read @RadioFreeTom on why Ed Whelan's denials of coordination ring hollow and the pressure this puts on Kavanaugh: https://t.co/wCP6VgpZGx,0,0,2,0,0,0,0,0,0,-0.296
 RT @NBCPolitics JUST IN: A top adviser helping lead the Senate Judiciary Committee's response to a sexual assault allegation against Judge Kavanaugh has resigned amid evidence he was fired from a previous job in part because of a sexual harassment allegation against him. https://t.co/RvAdEgqUPq,0,0,2,0,0,0,0,0,0,-0.872
" RT @kylegriffin1 Dr. Ford considered leaving the country when she first thought Kavanaugh would be nominated to SCOTUS.  ""She was like, 'I can't deal with this. If he becomes the nominee, then I'm moving to another country,"" her husband said. ""She wanted out."" https://t.co/LYCQlLcM76",0,0,3,1,0,0,0,0,1,0.3612
 RT @JRubinBlogger this is idiotic. it's not a criminal trial. the obligation is on him to convince senators he should get a lifetime appointment. I swear Graham has dropped 50 IQ pts since McCain passed away https://t.co/9GaA3aIagP,0,0,4,0,0,0,0,0,0,-0.0062
" RT @SuzeOrmanShow He violates every one of my rules — huge debt, buying a house he can’t afford, borrowing against 401k, buying tickets and country club fees that he can’t afford —not what a Supreme Court justice should be doing     https://t.co/f5XpKTTOmz",0,0,4,1,0,0,0,0,0,0.5423
" RT @Jamierodr10 The Kavanaugh hearings is just a preview of the Democrats return to power. Constant interruptions, Radical Protesters,leaking classified information. We can not let the win at midterms! The first thing on their agenda? Impeaching our President! #Votered  https://t.co/GBjcAdTsXX",0,1,4,0,0,0,1,1,0,-0.7473
 RT @DineshDSouza What about the octogenarian turkey on the Supreme Court who can’t stay awake at public events? https://t.co/1VVGU0Z69y,0,1,2,1,0,0,1,1,,0.5574
 RT @mjs_DC He reportedly works at the same sleazy PR firm that colluded with Whelan on the evil twin theory. Other clients: the Judicial Crisis Network and the Federalist Society. https://t.co/pd7TCVJnGb,0,0,4,0,0,0,0,0,0,-0.8591
 RT @mitchellvii THE AMUSING THING:  Kavanaugh will still be confirmed.  Democrats just lessened any chance of taking the House in November by acting like partisan clowns.  They have just awoken our sleepy base.  And now we're pissed.,0,1,3,1,0,0,1,1,1,0.3885
 WATCH: Dem Senator Who Lied About Military Service Just Attacked Kavanaugh With Nasty New Claim https://t.co/7bwpCEz6x4 #Politics https://t.co/VpukQwEXQM,0,1,1,0,0,0,1,1,0,-0.8481
 @perfectsliders It’s Ovarian Cancer Awareness Month and they’re priority is resisting #Kavanaugh. They don’t deserve a penny. Ignoring care to lobby... a national disgrace.,0,1,3,0,0,0,0,1,,-0.7906
 RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0,0,2,1,0,0,0,0,0,0.4767
 RT @RAM0667 https://t.co/vNnk2e9Z5Y This charade by Professing Ford &amp; Democrats needs to end as so far there's nothing to support her claim. The more it progresses the more it falls apart &amp; becomes more radical &amp; obstructionist. It's time to end the charade.,0,1,4,0,0,0,1,1,,-0.3089
" RT @senorrinhatch The lawyers also said Judge Kavanaugh would need to testify first, before Dr. Ford. Judge Kavanaugh would be forced yo answer about a Washington Post article detailing allegations, not the words of his accuser. An obvious nonstarter.",0,1,4,0,0,0,1,1,0,-0.4588
 RT @DonaldJTrumpJr Obviously not political: Kavanaugh Accuser’s Lawyer Caught On Camera: ‘We Are Going To Resist’ https://t.co/w8tDtcSbKZ,0,1,2,,0,0,1,1,0,0
" RT @charliekirk11 This is so much bigger than Kavanaugh This is the most visible &amp; consequential test of how the sinister left will do absolutely anything to maintain power and attack conservatives  Lie, cheat, delay. Whatever it takes.  We absolutely cannot allow them to win.   Confirm Kavanaugh",0,1,3,0,0,0,1,1,0,-0.8571
" RT @KimStrassel 1) Breaking, and a big deal: Fourth person that Ford named as present at infamous event denies even knowing kavanaugh, much less ever attending a party where he was present.",0,1,3,0,0,0,1,1,0,-0.0258
" RT @JWGOP Given how close @EdWhelanEPPC is to Kavanaugh and the Federalist Society leadership, and also to the incompetent gang at the WH, it is impossible to believe Senate &amp; WH staff, Kavanaugh and his team, were not involved in Whelan's crazy and slanderous trip down conspiracy lane.",0,0,2,0,0,0,0,0,0,-0.836
" RT @Zeit63 @neontaster Current state of the Left:  ""Keith Ellison is innocent, even thought there's  a police report and hard evidence of abuse""  ""Kavanaugh is obviously a reptilian, I read it on Twitter and therefore it's true""",0,1,1,0,0,0,1,1,,-0.1027
" RT @dbongino Dear DC Republicans, You’re grossly misreading the country’s sentiments regarding the Kavanaugh confirmation. You’ve been more than accommodating to the accuser in this case but it’s now time to move on and vote. NO MORE DELAYS. If you fail to act there will be serious blowback.",0,1,1,0,0,0,1,1,0,-0.8673
" RT @mikandynothem This is @SenGillibrand hugging worst offender of #MeToo movement, serial rapist Harvey Weinstein.  Yet...she's voting against #Kavanaugh? You just couldn't make this stuff up if you tried! The presumption of guilt? #SaturdayMorning #MAGA #tcot #SaturdayMotivation #FirstDayofFall https://t.co/9ZNbq0q7Er",0,1,5,0,0,0,1,1,0,-0.9091
 RT @BuckSexton This is a mistake.  You said Friday.  She played games. Vote Monday.   https://t.co/bWzHxwB9x9,0,1,4,,0,0,1,1,0,0
" RT @dbongino If I were Brett Kavanaugh I would be preparing to sue the living snot out of every liberal talking head, pundit, blogger, and media loon who accused him of being a rapist without either a law enforcement report, or basic evidence. #NewRules",0,1,3,0,0,0,1,1,0,-0.7964
 RT @TaxReformExpert The Democrats do not have any solutions to the problems facing the American people.   They would rather sabotage Brett Kavanaugh and his family.   Remember this in November!,0,1,4,0,0,0,1,1,0,-0.7851
 @CNN Why don't you dumb bells at CNN loop those 'random' female republican operatives talking about Kavanaugh some more. That was some real lousy journalism y'all are running there. Shame on you. For those unaware see @realshawnbrandt thread on who those women are.,0,0,2,0,0,0,0,0,0,-0.6906
 RT @mitchellvii NO ONE BELIEVES HER - HOLD THE DAMNED VOTE! Only 25 Percent of Women Think Kavanaugh Accusations Are Credible https://t.co/ST0Y2aiUmQ,0,1,4,0,0,0,1,1,0,-0.8342
" RT @dbongino If Brett Kavanaugh’s confirmation is derailed, while Keith Ellison becomes the lead law enforcement officer in his state, the Republican base’s anger at the Hill Republicans for their ineptitude is going to be VOLCANIC.  #Kavanaugh",0,1,5,0,0,0,1,1,0,-0.7269
 RT @ThePlumLineGS Read @RadioFreeTom on why Ed Whelan's denials of coordination ring hollow and the pressure this puts on Kavanaugh: https://t.co/wCP6VgpZGx,0,0,4,0,0,0,0,0,0,-0.296
" RT @aravosis @renato_mariotti just raised excellent point on CNN. If @ChuckGrassley isn’t careful, Dr Ford can simply go to Maryland and file charges against Kavanaugh. And then we’d have a sitting Supreme Court justice under investigation for attempted rape. Right before the midterms.",0,0,3,1,0,0,0,0,,0.6705
 RT @STEPHMHAMILL Kavanaugh Protesters Refuse To Denounce Alleged Domestic Abuser Congressman @keithellison  ..  #Kavanaugh  #KeithEllison  #MeToo The double standards are staggering.. @DailyCaller  WATCH FULL VIDEO HERE:  https://t.co/Sad84dc4i3 https://t.co/A6aGSZkKYw,0,1,5,0,0,0,1,1,0,-0.8442
" RT @washingtonpost “I’ve got this terrible secret”: Kavanaugh accuser Christine Blasey Ford moved 3,000 miles to reinvent herself. It wasn’t enough. https://t.co/ykWzgrJ4DY",0,0,5,0,0,0,0,0,0,-0.561
" RT @funder Dear Judge Kavanaugh-  We request that you withdraw your nomination. Whether it's the stolen emails, hidden documents, your perjury, your lies, your work in the Bush WH and now the assault allegations... America deserves better. Withdraw.  Signed,  Everyone Who Retweets This 🇺🇸",0,0,1,0,0,0,0,0,0,-0.802
 RT @smalltownandrew https://t.co/txv0ygk5Po Grassley caves.Has given even more time to lieing Kavanaugh accuser. This is ridiculous. So obvious the dems are desparate to delay because they know she doesn't want to testify under oath and my guess is she never will Grassley needs to schedule the vote,0,1,3,0,0,0,1,1,0,-0.6152
 RT @watspn1013 Excellent synopsis &amp; timeline of Christine Ford &amp; Demonrats attempt to DERAIL Brett Kavanaugh’s confirmation to the SUpreme Court.  Democrats demanded the accuser be heard. REPUBLICANS AGREED &amp; the goalposts moved &amp; moved &amp; moved-always AWAY from a vote!   https://t.co/OF5PKy69wB,0,1,3,1,0,0,1,1,1,0.7644
" RT @BuckSexton I would prefer it if Ford’s lawyers would spare us the continued lies, stalling and shenanigans-   Just tell us that, for no apparent reason, the first day Blasey Ford can testify is after the last day it would be possible to have a vote on Kavanaugh",0,1,2,0,0,0,1,1,0,-0.7003
 RT @DineshDSouza What about the octogenarian turkey on the Supreme Court who can’t stay awake at public events? https://t.co/1VVGU0Z69y,0,1,4,1,0,0,1,1,,0.5574
" RT @GayPatriot Older black male DC cab driver was livid this morning about the “hatchet job on Kavanaugh.”  I kept quiet.  But he warned me about the new “War On Men” and how this was a political hit job.    I report, you decide.",0,0,1,0,0,0,0,0,0,-0.5994
" RT @SuzeOrmanShow He violates every one of my rules — huge debt, buying a house he can’t afford, borrowing against 401k, buying tickets and country club fees that he can’t afford —not what a Supreme Court justice should be doing     https://t.co/f5XpKTTOmz",0,0,4,1,0,0,0,0,0,0.5423
" RT @mikandynothem Democrats ARE the cancer, @RealJamesWoods.  They are just throwing on #Kavanaugh the presumption of guilt. Republicans DO need to stand up against the #MeToo lynchings. Enough already. #ConfirmKavanaugh #MAGA #SaturdayMorning  #tcot #FirstDayofFall #SaturdayMotivation #SatChat https://t.co/y3mf8zQLiE",0,1,5,0,0,0,1,1,0,-0.7579
 RT @TheDemCoalition These are the men who will be judging whether a man credibly accused of attempted rape should get a lifetime appointment on the highest court in the land. I think we already know what they think of the accuser.  Tell them to #StopKavanaugh here: https://t.co/9moK0dGKBT #MeToo https://t.co/OmWLy52qjY,0,0,1,0,0,0,0,0,0,-0.7845
" RT @LisaMei62 ""Over the coming days and weeks there will be a strategy that will emerge, and I think it’s possible that that strategy might ultimately defeat the nominee.""  Christine Ford Adviser Told Democrats in July Call About Plot to Take Down Kavanaugh https://t.co/GFfNQaKKrP",0,1,4,0,0,0,1,1,0,-0.4588
 RT @RevDrBarber Senator Susan Collins says she is appalled by Trump castigating Dr. Ford for her claim against Kavanaugh. Here’s the problem: too many are appalled by Trump’s tweets but accept &amp; support his policies.,0,0,2,1,0,0,0,0,0,0.4767
 RT @Lawrence “Alcoholics Unanimous” is what Mark Judge called his high school friends. Dr Ford says Mark Judge helped Brett Kavanaugh sexually assault her while both boys were drunk. https://t.co/Ur1F0591wI,0,0,4,0,0,0,0,0,,-0.4767
